Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,S_Manager_Rating,Work_or_lifeBalance_Rating
Remote Data Analyst Healthcare,$53K - $88K (Glassdoor est.),"Need to be US Citizens (Excellent communication skills) healthcare experience

Must live in the US (no third party candidates

Have ETL, SSRS and Power BI

The Data Analyst, will be responsible for developing, monitoring and enhancing in-house processes, reports and applications. Will help in gathering requirements, documenting, and producing automated IPA reports, The analyst will work closely with key business users as well as managers to gather and define the reporting and process requirements. He/she will be responsible for analyzing the data for completeness and accuracy.





50-60/hr",NaN,Recruiting for Good,"Los Angeles, CA",Unknown,Company - Public,Unknown / Non-Applicable,NaN,NaN,NaN,3.3,NaN
SAS Analyst,Employer Provided Salary:$30 - $46 Per Hour,"Acunor is hiring SAS Data Analyst / SAS Analyst for one of its major health care client based out of Dallas, TX. Interested, please respond with your updated resume.
Job Title: Junior SAS Data Analyst**
Location: Remote**
Job type: 6 Months Contract to hire opportunity with the Major Healthcare client.
Required Qualifications
1 - 2 years of experience with R and SAS
Strong knowledge / experience with Advanced SQL",NaN,Acunor,Remote,1 to 50 Employees,Private Practice / Firm,Unknown / Non-Applicable,NaN,NaN,NaN,3.3,NaN
Junior Data Analyst - Part Time Entry Level - Remote,Employer Provided Salary:$17 Per Hour,"Why CORMAC?
At CORMAC, we leverage the power of data management and analytics to enable our customers to achieve their strategic goals. With over 20 years of experience in health information technology (HIT), human-centered design principles and Agile development methodologies, CORMAC delivers complex digital solutions to solve some of the most challenging problems facing public healthcare programs today.
Using data science principles, CORMAC’s data analytics solutions provide the power to turn raw data into insights and opportunities. By strategically applying descriptive, prescriptive and predictive analytics, we help our customers identify key business drivers, current trends, future activity and optimal outcomes. You will work with crucial data related to public health for clients such as Medicare, Medicaid, Patient Safety and have insight into to the challenges stakeholders face with public health programs.",3.9,"CORMAC
3.9",Remote,Unknown,2002,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.9,4.1
"data analyst, (multiple openings) - Remote",$36K - $50K (Glassdoor est.),"Job Posting
: Aug 17, 2022
Job Posting End Date
: Sep 17, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),3.2,3.4
Entry Level Business Analyst,Employer Provided Salary:$68K - $80K,"We are looking for Entry Level Business Analyst
Responsible:
Prepare templated documents and gather data from various business users
Work closely with and coordinate across project teams to ensure timeline and accurate schedule updates
Identify and document functional requirements for information systems
Develop project documentation and user materials according to program specifications
Analyze requirements and document and research components of solutions
Make the requirements and solutions understandable to both User as well as to the development team",5.0,"Dhatronictech
5.0",Remote,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,NaN,NaN,NaN,5.0,5.0
Data Analyst,$68K - $101K (Glassdoor est.),"What You Will Do:
Identify, organize, and analyze relevant datasets in support of ongoing research projects
Perform exploratory data analysis and build QC pipelines.
Design data visualization tools for evaluating and summarizing insights and research results
Develop new code and adapt existing code to meet project needs
Collaborate with team members and across the Science organization to complete research tasks",4.1,"Bayer
4.1","San Francisco, CA",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.7,4.1
Data Analyst,$57K - $82K (Glassdoor est.),"Join AZAD Technology Partners as a Data Analyst and be an impactful contributor as part of a Data Integration and Reporting organization that provides reporting services, business intelligence, data warehousing, and data integration for an enterprise level, high availability and security environment that committed to sustainably within the Pacific Northwest.
This role will develop Extract, Transformation and Loading (ETL) procedures for implementing data integration and data migration tasks in support of Data Warehousing and other data integration projects and requires demonstrated experience using an ETL tool such as Informatica Suite (including Power Center and Power Exchange) or an equivalent tool, as well as SQL Server Integration Services (SSIS) and SQL Server Analysis Services (SSAS).

The ideal candidate will possess the minimum qualifications:
Bachelor's Degree in Information/Computer Technology or a closely-related field is preferred.",3.9,"AZAD Technology Partners
3.9","Portland, OR",Unknown,1992,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.2,3.8
Business Analyst,Employer Provided Salary:$60 Per Hour,"Expertise and/or relevant experience in the following areas are mandatory:
· Minimum one (1) year of professional experience in software analysis, mapping, and/or documentation.
· Minimum one (1) year of experience translating data into actionable insights.
· Minimum one (1) year of practical experience generating process documentation and reports.
· Proficient in the use of Microsoft office or comparable software applications.
Skills/Experience Required:",4.7,"Systechcorp Inc
4.7",Remote,Unknown,Company - Private,Unknown / Non-Applicable,NaN,NaN,NaN,4.9,4.5
Data Analyst,Employer Provided Salary:$40 - $45 Per Hour,"Data Analytics Specialist (Princeton, NJ)
Contract: 12 months
Hours:
Up to 40 hours per week
Monday through Friday, 9am-5pm
Location
Preferably within commuting distance of the Princeton, NJ campus
WHAT YOU’LL DO",5.0,"CFT Consulting
5.0","Princeton, NJ",Unknown,Company - Public,Unknown / Non-Applicable,NaN,NaN,NaN,4.7,5.0
Business Analyst,Employer Provided Salary:$27 - $45 Per Hour,"Demonstrates a clear working knowledge of the Business Analysis responsibilities, concepts and techniques as adapted by the organization.
· Performs business analysis tasks such as problem solving and new requirements definition tasks per area of focus within Business Analysis as assigned by Manager.
· Works under limited supervision.
ESSENTIAL FUNCTIONS:
· Performs tasks per area of focus within Business Analysis as assigned by Manager.
· Demonstrates clear and working knowledge and concepts of Information Technology.",5.0,"Triunity software Inc.
5.0",Remote,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7
Junior Data Analyst,Employer Provided Salary:$20 - $35 Per Hour,"Modway is looking to hire a Junior Data Analyst to join our analytics team.
The team is responsible for supporting two company critical departments and field ad hoc requests to support the sales team.
The candidate should have strong working knowledge of SQL and the Microsoft Power Platform including (in order of importance) Power BI, Power Apps, Power Flows, and MS Dataverse.
Job Type: Full-time
Pay: $20.00 - $35.00 per hour
Benefits:",NaN,Modway,"East Windsor, NJ",NaN,NaN,NaN,NaN,NaN,NaN,4.9,NaN
Data Analyst,Employer Provided Salary:$130K - $135K,"Job Title: Data Analyst
Location: Tampa, FL
Hire Type: Full Time / Permanent
JD
Key Responsibilities:
Developing reports and analysis
Developing database rollups using fact and dimensions
Managing and designing reporting environment including data sources, security and metadata",4.6,"Kani Solutions
4.6",Remote,201 to 500 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.4,4.4
"Data Processor/Reconciliation Analyst - Jernigan Oil Company, Inc.",$38K - $53K (Glassdoor est.),"The purpose of this job description is to give new employees an overview of what is expected of a Data Processor/ Reconciliation Analyst at Jernigan Oil Company, Inc. The following list is not all-inclusive. The position may be asked to perform other duties. The Data Processor/ Reconciliation Analyst must report to the Controller and the Office Manager for assistance and guidance.

Duties and Responsibilities:
Maintains computerized sales data entry of daily information from Duck Thru Food Stores.
Reviews transactions on a daily basis to ensure store sales data is received and reconciled appropriately.
Researches and corrects errors, variances, and exceptions.




Full-time employees must work at least thirty-two (32) hours, but should average approximately forty (40) hours per week. All hours worked in excess of forty hours per week will be paid overtime at one and one-half times the straight hourly rate.

Jernigan Oil Company, Inc. is looking for an enthusiastic contributor who is ready, willing, and interested in providing input within the corporate office and providing reconciliation assistance to the managers and supervisors at the Duck Thru Food Stores. The right candidate will possess a ""can-do"" attitude, dedicated work ethic, friendly personality, and the ability to quickly become a respected member of a very close work team.",2.3,"Jernigan Oil Company, Inc.
2.3","Ahoskie, NC",Unknown,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,NaN,1.4,1.4
Data Analyst ( Salesforce Admin or Developer),Employer Provided Salary:$47 - $60 Per Hour,"Experience in of relational databases and proficiency in writing queries is highly desired (Oracle SQL, PL/SQL)
Experience working with ETL tools. Informatica experience is a plus.
Salesforce experience is as an admin/developer is a plus.
Required hands-on experience with Microsoft Excel.
Experience with various Software Development Methodologies such as Agile, SCRUM, Waterfall, etc.
Ability to analyze existing tools and databases.
Demonstrated experience in handling large data sets
Strong numeric and problem-solving capabilities.",NaN,Albet Technologies LLC,Remote,Unknown,Company - Public,Unknown / Non-Applicable,NaN,NaN,NaN,1.4,NaN
Data Analyst,NaN,"Data Analyst
Location: Remote
**This is a Consulting Role**
We are growing our Advanced Analytics team!
SQA Group is a tech and advisory services firm helping companies maximize two business differentiators — quality and data. We help tech and business leaders see around corners, stand-up new capabilities, and elevate software quality and data as competitive advantages that help drive towards next. We are looking to provide support to our in-house Analytics team with Data Analysts to support upcoming client projects in a Consultant fashion.",3.8,"SQA Group
3.8",Remote,NaN,NaN,NaN,NaN,NaN,NaN,1.4,NaN
Data Analyst,Employer Provided Salary:$45 - $65 Per Hour,"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will monitor performance and quality control plans to identify improvements.
Responsibilities
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems",5.0,"Triunity software Inc.
5.0",Remote,1 to 50 Employees,2021,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7
Data Analyst (Remote),Employer Provided Salary:$60K - $80K,"Join us as we pursue our vision to eliminate preventable sickness. We are a distributed team filled with people who are passionate about our product and seek to deliver the best experience for our customers. At pulseData, we’re committed to our work, our customers, having fun, and each other’s success.

pulseData leverages data science and machine learning for Hospitals and Healthcare companies, to identify patients at risk of costly and avoidable medical outcomes. Our bespoke suite of products not only impacts our customers, but it prevents the suffering of thousands of patients who can receive the care they need before they know they need it. The work you'll do here has a massive impact.
The Role:
You'll be making our data more accessible, understandable, and usable and assisting with client deliverables.",5.0,"pulseData
5.0","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,4.7,5.0
Business/Data Analyst - REMOTE,Employer Provided Salary:$29 Per Hour,"Join us as we pursue our disruptive new vision to make data accessible, usable andvaluable to everyone. We are a company filled with people who are passionate about ourproduct and seek to deliver the best experience for our customers. At Splunk, we’recommitted to our work, our customers, having fun, and most importantly to each other’ssuccess. Learn more about Splunk careers and how you can become a part of ourjourney!RoleSplunk is seeking a highly motivated Data scientist/ Analyst. This person will play a critical rolein the Pipeline office. Primary responsibilities include identifying and reporting on key indicatorsfor sales performance and market opportunity, using these findings to advise the Pipelineactivities and programs and to enable the pipeline office to predict and see leading indicators forfuture revenue growth. The role will be focused on pipeline analysis, and predictive modelsThe successful candidate will be analytical and proactive to test business hypothesis with dataand analytics. Analysis and synthesis of insights is the critical success factor for this role.Responsibilitiesâ—� Design, build, and implement an analytics infrastructure for looking at our businessâ—� Analyze the health of the business and interpret key performance metricsâ—� Craft plans to address pronounced weaknesses or areas of opportunityâ—� Present recommendations to senior management for strategic decision making, operational change and investmentâ—� Assist in the development of the metrics and predictive modelsRequirementsâ—� Minimum 4 years experience in management consulting, banking or an analytical role in another technology companyâ—� Must possess strong analytical and problem-solving skillsâ—� Experience working with data analytics tools focused on GTM processes, a must and not limited to Tableau, Sales Force. Python knowledge, a huge plus.â—� Knowledge of predictive models like Cat Boost, Random forest modelsâ—� Works effectively in an unstructured environment requiring new perspectives and creative approaches, and with multiple competing deadlines. Strong work ethicâ—� Always focused on doing what’s right for the business. High energy and contagious enthusiasm. Willing to take on the tough projects and challenges to support growthof the businessâ—� Ability to be highly productive with minimal oversight from senior managementâ—� Able to speak in front of senior audiences as well as write clearly, concisely, and compellinglyâ—� Strong interpersonal skills with demonstrated ability to present technical content to general audiencesâ—� Willing and able to roll-up the sleeves to get things doneâ—� Bachelor’s Degree in an analytical field (e.g. Computer Science, Business, Engineering, Mathematics, or Statistics).We value diversity at our company. All qualified applicants will receive consideration foremployment without regard to race, color, religion, sex, sexual orientation, gender identity,national origin, or any other applicable legally protected characteristics in the location in whichthe candidate is applying.For job positions in San Francisco, CA, and other locations where required, we will consider foremployment qualified applicants with arrest and conviction records.",4.1,"Splunk
4.1","San Francisco, CA",5001 to 10000 Employees,2003,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),3.7,4.1
Data/ BI Analyst,Employer Provided Salary:$61 Per Hour,"Data/ BI Analyst
BI developers, have multiple BI tools they use- Qlik Sense, MicroStrategy (they upgrade every year, so need someone that used the latest versions)- used in diff situations, each tool has both pros and cons, they use tools based on the projects
Candidates must have exp with QlikSense, but having a second BI Tool exp, either MicroStrategy or Tableau is a huge plus since they could use diff tools based on the work
Data: where the data is coming for the BI reporting, working with analysts of the team and POs, understanding the reqs (Agile environment)
Working with the other SMEs in the BI space within the team: they have FT Qlik and MicroStrategy experts on the team, they used to understand the system. Follow code quality rules. Working within those standards and guidelines defined by the BI team",3.9,"Vision
3.9","Owings Mills, MD",501 to 1000 Employees,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,NaN,3.4,3.7
Criminal Data Entry Analyst (REMOTE),NaN,"Position Summary
Report accurate data to InfoMart’s clients in order to foster a strong client-service-provider partnership.
Essential Job Functions
InfoMart is a respected provider of background screening and drug testing services. We are committed to building long-term relationships with our clients by providing the most accurate and up-to-date information possible.
Data Analysts are relied upon to enter and submit accurate information. The essential job functions of the position are as follows:
Interpretation and entry of criminal records into ASAP Verify.
May occasionally need to place telephone calls to court agencies to verify criminal history information.",3.3,"InfoMart, Inc.
3.3","Marietta, GA",NaN,NaN,NaN,NaN,NaN,NaN,3.4,NaN
Data Analyst,Employer Provided Salary:$55 - $60 Per Hour,"Hello,
Hope you are doing good!
One of our Direct clients is looking for a Data Analyst IV (Remote) Please send me your resume with the below details in case you are interested, if this project does not match your exact skills perhaps you know of someone with the necessary experience and availability; if so, please feel free to forward this e-mail to your discretion or pass on their references to me.
Position: Data Analyst IV
Location: Remote
Contract Duration: 06+ months (with possible extension)",4.3,"Veear Projects
4.3",Remote,51 to 200 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,4.3,4.4
Data Analyst,Employer Provided Salary:$11K,"We are seeking an analyst who is curious and methodical to help us expand our data, research, and analysis capabilities. This position is remote and is part of our national team that advises real estate executives with strategic planning, market and consumer research, and trusted analysis. This position requires an individual who is organized, self-motivated, and has demonstrated the ability to support multiple projects. The candidate must be able to work independently and react quickly to changing priorities.
Requirements and Job Responsibilities
Bachelor’s degree
Minimum 2 years of work experience in a research or data analysis environment
Data analyst or related experience; experience in reporting and data mining as well as the ability to analyze large sets of data














Powered by ExactHire:94933",4.7,"John Burns Real Estate Consulting LLC
4.7",Remote,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.5,3.9
Junior Data Analyst,Employer Provided Salary:$26 - $32 Per Hour,"The client is seeking Data Analyst's to coordinate changes to computer databases, test, and implement the database applying knowledge of database management systems. We have multiple job openings for Data Analyst's Nationwide
Skill : SQL, Python, Tableau , AWS (Plus)
SQL
Tableau
Python exp.
Education/Experience:
Bachelor's degree in a technical field such as computer science, computer engineering or related field required",NaN,TRESUME,"Ashburn, VA",Unknown,Company - Public,Unknown / Non-Applicable,NaN,NaN,NaN,4.5,NaN
Data Analyst - Reporting and Analytics (Remote),$65K - $98K (Glassdoor est.),"Scratch Financial (""Scratchpay"") is a financial technology startup based in Los Angeles, California. Our goal is to make difficult financial decisions simple and increase accessibility to fair, affordable, and transparent medical financing. Driven by our award-winning technology, Scratchpay has become the fastest growing financing provider in veterinary care, with our payment plans now offered in over 10,000 practices across the U.S. and Canada–ranging from dental offices to optometry clinics. We’re rapidly launching a new Point-of-Sale payment processing suite to help our providers create a better payments experience for their patients.

If putting compassion first, helping create groundbreaking products and continuously iterating & refining those products sound like you, then we encourage you to apply.

The successful candidate for this role will work with teams across the company to monitor performance of products and initiatives, make intelligent data-driven decisions, and leverage advanced analytics to design data-driven solutions. We are rapidly pursuing new data sources, increasing our understanding of our customers, building new predictive models, and implementing analytical insights live - all to help the business grow and help more pet families.",2.8,"Scratchpay
2.8","Pasadena, CA",1 to 50 Employees,2016,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,2.9,3.2
Data Study Analyst - Contract,NaN,"About the Job
The Lifetime Value Co. has an immediate need for a contract Data Study Analyst who will focus on analysis that supports data study projects for our Content Department. We are looking for self-starters who can effectively navigate gray space to deliver results. The ideal candidate is comfortable working with datasets using SQL and BI tools and is thoughtful and creative when solving data problems. Our team is driven, passionate, creative, energetic, and fun. We love to challenge each other by asking difficult questions and collaborating to solve problems together.
What You’ll Get to Do
Perform analysis of diverse sets of data sources.
Create compelling visualizations and presentations of data to drive the ideation and development of our data studies.",4.8,"The Lifetime Value Co.
4.8",Remote,NaN,NaN,NaN,NaN,NaN,NaN,2.9,NaN
Data Analyst,Employer Provided Salary:$25 Per Hour,"Position: Tech Lead-TEXAS CITY
Work Location: TEXAS ,US
Duration: 12 Months, with possible extension
Description : -Role: Data Analyst
Around 3 to 5 years of experience in demonstrating Data Analysis on high volume of data
Experience in building Source to target mapping sheets in discussion with source SME's and Business and working with data modelers and Data Engineers to build & validate the E2E data flow
Technical proficiency regarding database design development, data models, techniques for data mining, data profiling and segmentation.",NaN,Glow Networks,"Texas City, TX",Unknown,Company - Private,Unknown / Non-Applicable,NaN,NaN,NaN,2.9,NaN
Healthcare Data Analyst,$53K - $78K (Glassdoor est.),"Job Details
Description
Job Details
About Milliman
Independent for over 70 years, Milliman delivers market-leading services and solutions to clients worldwide. Today, we are helping companies take on some of the world’s most critical and complex issues, including retirement funding and healthcare financing, risk management and regulatory compliance, data analytics and business transformation.
Through a team of professionals ranging from actuaries to clinicians, technology specialists to plan administrators, we offer unparalleled expertise in employee benefits, investment consulting, healthcare, life insurance and financial services, and property and casualty insurance.",4.1,"Milliman
4.1","Brookfield, WI",1001 to 5000 Employees,1947,Company - Private,Business Consulting,Management & Consulting,$1 to $5 billion (USD),3.8,3.7
Data-Entry Analyst,NaN,"Description
Job Description:
We have an exciting opportunity for a Data-Entry Analyst to support our customer’s mission in McLean, VA. The Analyst will analyze pre-collected intelligence analysis data and foreign travel data by leveraging multiple customer databases and tools in support of end users. The Analyst will follow documentation outlined in the SOW to determine which criteria needs to be documented and/or flagged. The Analyst will read through large amounts of data, and input the data into a format outlined by the customer. The Analyst will input data into SPSS, and will use Microsoft Excel to export data from customer systems. The Analyst will analyze events related to counterterrorism efforts, and input data into customer systems. Responsible for providing intelligence support for contingency operations, battle staff and operational-level planning, joint and multi-lateral training exercises, and strategic engagement policy.
Pay Range $65,000.00 - $100,000.00 - $135,000.00",3.9,"Leidos
3.9","McLean, VA",NaN,NaN,NaN,NaN,NaN,NaN,3.8,NaN
Data Reporting Analyst - Regulatory Reporting (Full remote),NaN,"Crum & Forster Company Overview:
Crum & Forster (C&F), with a proud history dating to 1822, provides specialty and standard commercial lines insurance products through our admitted and surplus lines insurance companies. Approaching $4 billion in written premium as of 2021, C&F enjoys a financial strength rating of ""A"" (Excellent) by A.M. Best. C&F is proud of its superior customer service platform and its claims and risk engineering services are recognized as among the best in the industry. Our most valuable asset is our people - 3000+ employees, and growing, in locations throughout the United States. The company is increasingly winning recognition as a great place to work, earning workplace and wellness awards. C&F is part of Fairfax Financial Holdings, a global organization with $23.8 billion in revenue as of 2021. For more information about Crum & Forster, please visit our website: http://www.cfins.com.
Job Description:







What C&F will bring to you:",4.2,"Crum & Forster
4.2","Morristown, NJ",NaN,NaN,NaN,NaN,NaN,NaN,3.8,NaN
Data Analyst,Employer Provided Salary:$14 - $22 Per Hour,"Equal Opportunity Employer M/F/Disabled/ Vet
If you need assistance in applying for this or any other open position, please contact 606-789-4001 or email humanresource@wercitizens.bank.

Summary:
The Data Analyst is responsible for managing bank documents while also ensuring their accuracy, quality, integrity and safeguarding the information that is contained in the Document Management System. They are responsible for storing, managing and tracking bank documents, which includes scanning, imaging, indexing, organizing, maintaining documents and adhering to the bank’s document lifecycle / archive procedures in accordance with the records retention schedule. Also sets up new document types, setting document attributes, verifying proper document indexing, training and instructing staff to use certain aspects of the system. Makes appropriate adjustments to the document management system to maintain an accurate and reliable storage system for all documents. Manages online account opening including set-up and upload into the core system.

The Data Analyst should have a broad understanding of different document and image formats such as .doc, .docx, .pdf, .png, .tif and .jpg. They should also be familiar with file format conversion processes for different file types and attributes of each type to aid in document archiving. Knowledge of Microsoft Windows file systems is required to understand bank digital filing practices.


Internal Document Imaging System
as well as aid in testing and identifying backup / recovery strategies.
Deposit Account Platform
Online Deposit Account Platform
Form Fillable PDF’s
Loan Systems
Archive Disc
MFP Scan Plans
Report Writer
Intranet Maintenance
Document Retention Program

Prepares all documents, reports, etc. that are required within the job description for storage using established procedures for retaining documents and labeling boxes for storage.
Performs other clerical tasks such as filing, typing, and operating office machines. Supervisory Responsibilities: NONE


To perform the job successfully, an individual should demonstrate the following competencies: Analytical - Synthesizes complex or diverse information; Collects and researches data; Uses intuition and experience to complement data.
Problem Solving - Identifies and resolves problems in a timely manner; Gathers and analyzes information skillfully; Develops alternative solutions; Works well in group problem solving situations.
Oral Communication - Speaks clearly and persuasively in positive or negative situations; Listens and gets clarification; Responds well to questions; Demonstrates group presentation skills; Participates in meetings.
Written Communication - Writes clearly and informatively; Edits work for spelling and grammar; Varies writing style to meet needs; Presents numerical data effectively; Able to read and interpret written information.
Planning/Organizing - Prioritize and plans work activities; Uses time efficiently; Develops realistic action plans.
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.


Associates Degree preferred or High school diploma or general education degree (GED); and one to three years related experience and/or training; or equivalent combination of education and experience.


Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence. Ability to speak effectively before groups of customers or employees of organization.


Ability to add, subtract, multiply, and divide using whole numbers, and decimals. Ability to compute rate, ratio, and percent and to create and interpret bar graphs.


Ability to apply common sense understanding to carry out detailed written or oral instructions. Ability to deal with problems involving a concrete variables in some non-standardized situations.


To perform this job successfully, an individual should have a thorough knowledge and understanding of computers including Spreadsheet software, Word Processing software, data base software as well as the ability to understand computer commands to create the result required for platform software.
Possesses a thorough understanding of electronic document and image file formats as well as attributes of each. Ability to understand basic programming logic such as Java. Understands basic file system structure and sizing, able to calculate file system capacity requirements based on file sizes. Experienced with Microsoft file system structure and organization best practice.
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this job, the employee is regularly required to sit. The employee is frequently required to use hands to finger, handle, or feel objects or controls and talk or hear. The employee is occasionally required to stand; walk and reach with hands and arms. The employee must occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision and ability to adjust focus.

Work Environment The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

The noise level in the work environment is usually moderate.",4.7,"Citizens Bank of Kentucky
4.7","Paintsville, KY",51 to 200 Employees,Company - Private,$25 to $100 million (USD),NaN,NaN,NaN,3.3,5.0
Remote Data Analyst Healthcare,$53K - $88K (Glassdoor est.),"Need to be US Citizens (Excellent communication skills) healthcare experience

Must live in the US (no third party candidates

Have ETL, SSRS and Power BI

The Data Analyst, will be responsible for developing, monitoring and enhancing in-house processes, reports and applications. Will help in gathering requirements, documenting, and producing automated IPA reports, The analyst will work closely with key business users as well as managers to gather and define the reporting and process requirements. He/she will be responsible for analyzing the data for completeness and accuracy.





50-60/hr",NaN,Recruiting for Good,"Los Angeles, CA",Unknown,Company - Public,Unknown / Non-Applicable,NaN,NaN,NaN,3.3,NaN
SAS Analyst,Employer Provided Salary:$30 - $46 Per Hour,"Acunor is hiring SAS Data Analyst / SAS Analyst for one of its major health care client based out of Dallas, TX. Interested, please respond with your updated resume.
Job Title: Junior SAS Data Analyst**
Location: Remote**
Job type: 6 Months Contract to hire opportunity with the Major Healthcare client.
Required Qualifications
1 - 2 years of experience with R and SAS
Strong knowledge / experience with Advanced SQL",NaN,Acunor,Remote,1 to 50 Employees,Private Practice / Firm,Unknown / Non-Applicable,NaN,NaN,NaN,3.3,NaN
Junior Data Analyst - Part Time Entry Level - Remote,Employer Provided Salary:$17 Per Hour,"Why CORMAC?
At CORMAC, we leverage the power of data management and analytics to enable our customers to achieve their strategic goals. With over 20 years of experience in health information technology (HIT), human-centered design principles and Agile development methodologies, CORMAC delivers complex digital solutions to solve some of the most challenging problems facing public healthcare programs today.
Using data science principles, CORMAC’s data analytics solutions provide the power to turn raw data into insights and opportunities. By strategically applying descriptive, prescriptive and predictive analytics, we help our customers identify key business drivers, current trends, future activity and optimal outcomes. You will work with crucial data related to public health for clients such as Medicare, Medicaid, Patient Safety and have insight into to the challenges stakeholders face with public health programs.",3.9,"CORMAC
3.9",Remote,Unknown,2002,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.9,4.1
"data analyst, (multiple openings) - Remote",$36K - $50K (Glassdoor est.),"Job Posting
: Aug 17, 2022
Job Posting End Date
: Sep 17, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),3.2,3.4
Entry Level Business Analyst,Employer Provided Salary:$68K - $80K,"We are looking for Entry Level Business Analyst
Responsible:
Prepare templated documents and gather data from various business users
Work closely with and coordinate across project teams to ensure timeline and accurate schedule updates
Identify and document functional requirements for information systems
Develop project documentation and user materials according to program specifications
Analyze requirements and document and research components of solutions
Make the requirements and solutions understandable to both User as well as to the development team",5.0,"Dhatronictech
5.0",Remote,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,NaN,NaN,NaN,5.0,5.0
Data Analyst,$68K - $101K (Glassdoor est.),"What You Will Do:
Identify, organize, and analyze relevant datasets in support of ongoing research projects
Perform exploratory data analysis and build QC pipelines.
Design data visualization tools for evaluating and summarizing insights and research results
Develop new code and adapt existing code to meet project needs
Collaborate with team members and across the Science organization to complete research tasks",4.1,"Bayer
4.1","San Francisco, CA",10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.7,4.1
Data Analyst,$57K - $82K (Glassdoor est.),"Join AZAD Technology Partners as a Data Analyst and be an impactful contributor as part of a Data Integration and Reporting organization that provides reporting services, business intelligence, data warehousing, and data integration for an enterprise level, high availability and security environment that committed to sustainably within the Pacific Northwest.
This role will develop Extract, Transformation and Loading (ETL) procedures for implementing data integration and data migration tasks in support of Data Warehousing and other data integration projects and requires demonstrated experience using an ETL tool such as Informatica Suite (including Power Center and Power Exchange) or an equivalent tool, as well as SQL Server Integration Services (SSIS) and SQL Server Analysis Services (SSAS).

The ideal candidate will possess the minimum qualifications:
Bachelor's Degree in Information/Computer Technology or a closely-related field is preferred.",3.9,"AZAD Technology Partners
3.9","Portland, OR",Unknown,1992,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.2,3.8
Business Analyst,Employer Provided Salary:$60 Per Hour,"Expertise and/or relevant experience in the following areas are mandatory:
· Minimum one (1) year of professional experience in software analysis, mapping, and/or documentation.
· Minimum one (1) year of experience translating data into actionable insights.
· Minimum one (1) year of practical experience generating process documentation and reports.
· Proficient in the use of Microsoft office or comparable software applications.
Skills/Experience Required:",4.7,"Systechcorp Inc
4.7",Remote,Unknown,Company - Private,Unknown / Non-Applicable,NaN,NaN,NaN,4.9,4.5
